,date,time,temperature,humidity
629,27/1/2021,5:00:00,26,94.23
630,27/1/2021,6:00:00,26,94.23
631,27/1/2021,7:00:00,25.1,95.86
632,27/1/2021,8:00:00,27,88.84
633,27/1/2021,9:00:00,27.9,84.22
634,27/1/2021,10:00:00,29.1,81.34
635,27/1/2021,11:00:00,30,69.18
636,27/1/2021,12:00:00,31.9,55.54
637,27/1/2021,13:00:00,33.5,57.93
638,27/1/2021,14:00:00,32.1,43.64
639,27/1/2021,15:00:00,33,43.64
640,27/1/2021,16:00:00,34,55.84
641,27/1/2021,17:00:00,32,46.18
642,27/1/2021,18:00:00,31.7,45.27
643,27/1/2021,19:00:00,30,71.25
644,27/1/2021,20:00:00,28.8,71.21
645,27/1/2021,21:00:00,27,79.2
646,27/1/2021,22:00:00,28.5,80.38
647,27/1/2021,23:00:00,26.9,80.04
648,28/1/2021,0:00:00,27,79.63
649,28/1/2021,1:00:00,27,87.72
650,28/1/2021,2:00:00,26.9,84.56
651,28/1/2021,3:00:00,26,89.23
652,28/1/2021,4:00:00,25.6,95.76
653,28/1/2021,5:00:00,25.9,89.7
654,28/1/2021,6:00:00,25.9,89.7
655,28/1/2021,7:00:00,24.6,97.58
656,28/1/2021,8:00:00,26.1,93.74
657,28/1/2021,9:00:00,27.1,87.91
658,28/1/2021,10:00:00,29.8,75.9
659,28/1/2021,11:00:00,30.9,62.81
660,28/1/2021,12:00:00,32,55.56
661,28/1/2021,13:00:00,34.3,54.35
662,28/1/2021,14:00:00,33.9,46.94
663,28/1/2021,15:00:00,33.9,41.93
664,28/1/2021,16:00:00,35.5,51.82
665,28/1/2021,17:00:00,33.9,46.43
666,28/1/2021,18:00:00,32.9,49.11
667,28/1/2021,19:00:00,31.6,69.13
668,28/1/2021,20:00:00,30.9,55.9
669,28/1/2021,21:00:00,29.8,60.15
670,28/1/2021,22:00:00,28.7,74.29
671,28/1/2021,23:00:00,28.8,67.74
672,29/1/2021,0:00:00,26.9,80.04
673,29/1/2021,1:00:00,26.2,87.87
674,29/1/2021,2:00:00,27.1,61.63
675,29/1/2021,3:00:00,26.2,68.07
676,29/1/2021,4:00:00,25.1,78.78
677,29/1/2021,5:00:00,26.1,61.07
678,29/1/2021,6:00:00,25.1,64.8
679,29/1/2021,7:00:00,23.2,83.99
680,29/1/2021,8:00:00,25,68.59
681,29/1/2021,9:00:00,25.9,57.94
682,29/1/2021,10:00:00,28.8,60.03
683,29/1/2021,11:00:00,28.9,51.77
684,29/1/2021,12:00:00,29.9,46.13
685,29/1/2021,13:00:00,32.3,52.92
686,29/1/2021,14:00:00,30.1,48.37
687,29/1/2021,15:00:00,31,45.91
688,29/1/2021,16:00:00,32.6,52.01
689,29/1/2021,17:00:00,30,48.89
690,29/1/2021,18:00:00,30,48.89
691,29/1/2021,19:00:00,28.7,65.71
692,29/1/2021,20:00:00,28.1,57.81
693,29/1/2021,21:00:00,27.1,61.29
694,29/1/2021,22:00:00,26.2,80.72
695,29/1/2021,23:00:00,27,61.95
696,30/1/2021,0:00:00,26.9,62.28
697,30/1/2021,1:00:00,24.2,85.59
698,30/1/2021,2:00:00,25,69.74
699,30/1/2021,3:00:00,25,69.74
700,30/1/2021,4:00:00,23.6,82.1
701,30/1/2021,5:00:00,24,69.16
702,30/1/2021,6:00:00,24,69.16
703,30/1/2021,7:00:00,22.1,85.97
704,30/1/2021,8:00:00,24.1,68.41
705,30/1/2021,9:00:00,26,61.05
706,30/1/2021,10:00:00,27.6,65.86
707,30/1/2021,11:00:00,29,54.53
708,30/1/2021,12:00:00,29,48.35
709,30/1/2021,13:00:00,32.5,51.73
710,30/1/2021,14:00:00,30.1,45.41
711,30/1/2021,15:00:00,31,43.1
712,30/1/2021,16:00:00,33.1,52.98
713,30/1/2021,17:00:00,31,40.68
714,30/1/2021,18:00:00,30,45.64
715,30/1/2021,19:00:00,29,64.95
716,30/1/2021,20:00:00,28.1,54.3
717,30/1/2021,21:00:00,27.9,54.86
718,30/1/2021,22:00:00,25.6,78.77
719,30/1/2021,23:00:00,26.9,61.93
720,31/1/2021,0:00:00,25.9,61.71
721,31/1/2021,1:00:00,24.6,84.57
722,31/1/2021,2:00:00,24,69.16
723,31/1/2021,3:00:00,23.1,73.07
724,31/1/2021,4:00:00,23.6,86.73
725,31/1/2021,5:00:00,23.1,68.99
726,31/1/2021,6:00:00,22.2,72.5
727,31/1/2021,7:00:00,21.6,95.36
728,31/1/2021,8:00:00,24,65.3
729,31/1/2021,9:00:00,26,57.63
730,31/1/2021,10:00:00,28,55.53
731,31/1/2021,11:00:00,28.1,50.98
732,31/1/2021,12:00:00,30,45.64
733,31/1/2021,13:00:00,32,58.05
734,31/1/2021,14:00:00,31,43.1
735,31/1/2021,15:00:00,31.1,40.47
736,31/1/2021,16:00:00,32.8,50.75
737,31/1/2021,17:00:00,31,43.1
738,31/1/2021,18:00:00,30,43.07
739,31/1/2021,19:00:00,29.1,62.66
740,31/1/2021,20:00:00,28.9,54.81
741,31/1/2021,21:00:00,27,61.61
742,31/1/2021,22:00:00,25.9,78.35
743,31/1/2021,23:00:00,27,61.61
