,idx,datetime,temp,rh
220,220,2021-09-10 04:00:00,25.5,96.0
221,221,2021-09-10 05:00:00,24.3,98.0
222,222,2021-09-10 06:00:00,24.2,98.0
223,223,2021-09-10 07:00:00,25.8,96.0
224,224,2021-09-10 08:00:00,25.1,94.0
225,225,2021-09-10 09:00:00,25.7,94.0
226,226,2021-09-10 10:00:00,30.3,80.0
227,227,2021-09-10 11:00:00,26.8,91.0
228,228,2021-09-10 12:00:00,27.1,90.0
229,229,2021-09-10 13:00:00,27.1,92.0
230,230,2021-09-10 14:00:00,27.7,81.0
231,231,2021-09-10 15:00:00,27.8,81.0
232,232,2021-09-10 16:00:00,28.8,86.0
233,233,2021-09-10 17:00:00,26.8,90.0
234,234,2021-09-10 18:00:00,26.6,93.0
235,235,2021-09-10 19:00:00,27.0,91.0
236,236,2021-09-10 20:00:00,26.0,94.0
237,237,2021-09-10 21:00:00,25.8,95.0
238,238,2021-09-10 22:00:00,26.3,96.0
239,239,2021-09-10 23:00:00,25.7,95.0
240,240,2021-09-11 00:00:00,25.6,95.0
241,241,2021-09-11 01:00:00,26.0,97.0
242,242,2021-09-11 02:00:00,24.8,97.0
243,243,2021-09-11 03:00:00,25.2,95.0
244,244,2021-09-11 04:00:00,25.8,96.0
245,245,2021-09-11 05:00:00,25.0,97.0
246,246,2021-09-11 06:00:00,24.8,97.0
247,247,2021-09-11 07:00:00,26.0,95.0
248,248,2021-09-11 08:00:00,26.1,89.0
249,249,2021-09-11 09:00:00,27.1,84.0
250,250,2021-09-11 10:00:00,30.6,68.0
251,251,2021-09-11 11:00:00,27.7,81.0
252,252,2021-09-11 12:00:00,28.5,77.0
253,253,2021-09-11 13:00:00,31.5,64.0
254,254,2021-09-11 14:00:00,28.7,74.0
255,255,2021-09-11 15:00:00,28.8,75.0
256,256,2021-09-11 16:00:00,29.2,70.0
257,257,2021-09-11 17:00:00,28.3,79.0
258,258,2021-09-11 18:00:00,28.1,79.0
259,259,2021-09-11 19:00:00,28.1,77.0
260,260,2021-09-11 20:00:00,26.9,83.0
261,261,2021-09-11 21:00:00,26.6,82.0
262,262,2021-09-11 22:00:00,27.7,78.0
263,263,2021-09-11 23:00:00,25.3,87.0
264,264,2021-09-12 00:00:00,25.1,88.0
265,265,2021-09-12 01:00:00,27.1,80.0
266,266,2021-09-12 02:00:00,24.7,90.0
267,267,2021-09-12 03:00:00,24.8,90.0
268,268,2021-09-12 04:00:00,26.6,83.0
269,269,2021-09-12 05:00:00,25.7,84.0
270,270,2021-09-12 06:00:00,25.6,84.0
271,271,2021-09-12 07:00:00,26.5,84.0
272,272,2021-09-12 08:00:00,26.5,83.0
273,273,2021-09-12 09:00:00,28.0,77.0
274,274,2021-09-12 10:00:00,30.7,67.0
275,275,2021-09-12 11:00:00,28.1,77.0
276,276,2021-09-12 12:00:00,29.8,71.0
277,277,2021-09-12 13:00:00,32.8,59.0
278,278,2021-09-12 14:00:00,30.8,67.0
279,279,2021-09-12 15:00:00,29.9,73.0
280,280,2021-09-12 16:00:00,33.5,56.0
281,281,2021-09-12 17:00:00,29.2,76.0
282,282,2021-09-12 18:00:00,28.7,76.0
283,283,2021-09-12 19:00:00,31.0,66.0
284,284,2021-09-12 20:00:00,27.8,74.0
285,285,2021-09-12 21:00:00,27.6,71.0
286,286,2021-09-12 22:00:00,29.3,69.0
287,287,2021-09-12 23:00:00,26.8,73.0
288,288,2021-09-13 00:00:00,26.4,75.0
289,289,2021-09-13 01:00:00,28.0,74.0
290,290,2021-09-13 02:00:00,25.7,79.0
291,291,2021-09-13 03:00:00,25.5,81.0
292,292,2021-09-13 04:00:00,27.0,77.0
293,293,2021-09-13 05:00:00,25.3,84.0
294,294,2021-09-13 06:00:00,25.3,85.0
295,295,2021-09-13 07:00:00,27.0,88.0
296,296,2021-09-13 08:00:00,27.6,78.0
297,297,2021-09-13 09:00:00,29.2,72.0
298,298,2021-09-13 10:00:00,32.0,59.0
299,299,2021-09-13 11:00:00,31.3,65.0
300,300,2021-09-13 12:00:00,32.1,63.0
301,301,2021-09-13 13:00:00,33.7,56.0
302,302,2021-09-13 14:00:00,29.8,74.0
303,303,2021-09-13 15:00:00,30.0,74.0
304,304,2021-09-13 16:00:00,34.0,55.0
305,305,2021-09-13 17:00:00,29.5,78.0
306,306,2021-09-13 18:00:00,28.7,85.0
307,307,2021-09-13 19:00:00,32.0,62.0
308,308,2021-09-13 20:00:00,28.1,83.0
309,309,2021-09-13 21:00:00,27.5,83.0
310,310,2021-09-13 22:00:00,29.8,74.0
311,311,2021-09-13 23:00:00,27.0,80.0
312,312,2021-09-14 00:00:00,26.6,79.0
313,313,2021-09-14 01:00:00,28.8,74.0
314,314,2021-09-14 02:00:00,26.2,80.0
315,315,2021-09-14 03:00:00,25.8,82.0
316,316,2021-09-14 04:00:00,27.6,78.0
317,317,2021-09-14 05:00:00,25.6,84.0
318,318,2021-09-14 06:00:00,25.4,85.0
319,319,2021-09-14 07:00:00,27.1,81.0
320,320,2021-09-14 08:00:00,27.0,81.0
321,321,2021-09-14 09:00:00,28.3,76.0
322,322,2021-09-14 10:00:00,28.0,78.0
323,323,2021-09-14 11:00:00,30.6,70.0
324,324,2021-09-14 12:00:00,31.0,70.0
325,325,2021-09-14 13:00:00,31.5,65.0
326,326,2021-09-14 14:00:00,30.8,70.0
327,327,2021-09-14 15:00:00,29.1,76.0
328,328,2021-09-14 16:00:00,32.2,61.0
329,329,2021-09-14 17:00:00,27.8,84.0
330,330,2021-09-14 18:00:00,27.2,87.0
331,331,2021-09-14 19:00:00,30.1,71.0
332,332,2021-09-14 20:00:00,26.3,92.0
333,333,2021-09-14 21:00:00,25.3,95.0
334,334,2021-09-14 22:00:00,28.0,81.0
335,335,2021-09-14 23:00:00,25.2,96.0
336,336,2021-09-15 00:00:00,24.9,98.0
337,337,2021-09-15 01:00:00,27.2,86.0
338,338,2021-09-15 02:00:00,24.5,99.0
339,339,2021-09-15 03:00:00,24.4,98.0
340,340,2021-09-15 04:00:00,27.0,85.0
341,341,2021-09-15 05:00:00,24.4,97.0
342,342,2021-09-15 06:00:00,24.9,97.0
343,343,2021-09-15 07:00:00,26.5,96.0
344,344,2021-09-15 08:00:00,26.0,89.0
345,345,2021-09-15 09:00:00,27.1,82.0
346,346,2021-09-15 10:00:00,27.5,92.0
347,347,2021-09-15 11:00:00,28.9,75.0
348,348,2021-09-15 12:00:00,29.5,75.0
349,349,2021-09-15 13:00:00,30.0,78.0
350,350,2021-09-15 14:00:00,29.7,76.0
351,351,2021-09-15 15:00:00,28.1,81.0
352,352,2021-09-15 16:00:00,32.0,66.0
353,353,2021-09-15 17:00:00,25.9,92.0
354,354,2021-09-15 18:00:00,25.8,93.0
355,355,2021-09-15 19:00:00,28.5,78.0
356,356,2021-09-15 20:00:00,25.6,95.0
357,357,2021-09-15 21:00:00,25.5,94.0
358,358,2021-09-15 22:00:00,27.5,88.0
359,359,2021-09-15 23:00:00,24.9,96.0
360,360,2021-09-16 00:00:00,25.0,96.0
361,361,2021-09-16 01:00:00,26.8,89.0
362,362,2021-09-16 02:00:00,24.6,96.0
363,363,2021-09-16 03:00:00,24.6,95.0
364,364,2021-09-16 04:00:00,26.3,90.0
365,365,2021-09-16 05:00:00,24.3,97.0
366,366,2021-09-16 06:00:00,24.5,97.0
367,367,2021-09-16 07:00:00,26.4,95.0
368,368,2021-09-16 08:00:00,26.3,87.0
369,369,2021-09-16 09:00:00,27.2,86.0
370,370,2021-09-16 10:00:00,25.5,96.0
371,371,2021-09-16 11:00:00,28.1,82.0
372,372,2021-09-16 12:00:00,28.3,80.0
373,373,2021-09-16 13:00:00,31.0,72.0
374,374,2021-09-16 14:00:00,28.3,84.0
375,375,2021-09-16 15:00:00,29.1,80.0
376,376,2021-09-16 16:00:00,32.2,66.0
377,377,2021-09-16 17:00:00,27.2,84.0
378,378,2021-09-16 18:00:00,27.8,81.0
379,379,2021-09-16 19:00:00,28.8,79.0
380,380,2021-09-16 20:00:00,26.6,86.0
381,381,2021-09-16 21:00:00,25.9,90.0
382,382,2021-09-16 22:00:00,27.7,87.0
383,383,2021-09-16 23:00:00,25.3,94.0
384,384,2021-09-17 00:00:00,25.0,96.0
385,385,2021-09-17 01:00:00,26.7,92.0
386,386,2021-09-17 02:00:00,24.6,96.0
387,387,2021-09-17 03:00:00,24.7,97.0
388,388,2021-09-17 04:00:00,25.9,93.0
389,389,2021-09-17 05:00:00,24.5,97.0
390,390,2021-09-17 06:00:00,24.4,97.0
391,391,2021-09-17 07:00:00,26.0,96.0
392,392,2021-09-17 08:00:00,26.6,88.0
393,393,2021-09-17 09:00:00,27.6,84.0
394,394,2021-09-17 10:00:00,30.1,75.0
395,395,2021-09-17 11:00:00,29.9,76.0
396,396,2021-09-17 12:00:00,30.5,70.0
397,397,2021-09-17 13:00:00,32.7,64.0
398,398,2021-09-17 14:00:00,31.0,66.0
399,399,2021-09-17 15:00:00,31.0,65.0
400,400,2021-09-17 16:00:00,33.0,63.0
401,401,2021-09-17 17:00:00,29.7,72.0
402,402,2021-09-17 18:00:00,28.4,79.0
403,403,2021-09-17 19:00:00,30.0,65.0
404,404,2021-09-17 20:00:00,27.0,84.0
405,405,2021-09-17 21:00:00,26.3,86.0
406,406,2021-09-17 22:00:00,27.9,79.0
407,407,2021-09-17 23:00:00,25.5,94.0
408,408,2021-09-18 00:00:00,25.3,95.0
409,409,2021-09-18 01:00:00,26.7,90.0
410,410,2021-09-18 02:00:00,24.7,98.0
411,411,2021-09-18 03:00:00,24.5,99.0
412,412,2021-09-18 04:00:00,26.0,94.0
413,413,2021-09-18 05:00:00,23.8,99.0
414,414,2021-09-18 06:00:00,24.0,99.0
415,415,2021-09-18 07:00:00,26.0,96.0
416,416,2021-09-18 08:00:00,27.3,87.0
417,417,2021-09-18 09:00:00,29.0,79.0
418,418,2021-09-18 10:00:00,32.0,66.0
419,419,2021-09-18 11:00:00,31.1,67.0
420,420,2021-09-18 12:00:00,31.8,65.0
421,421,2021-09-18 13:00:00,34.0,56.0
422,422,2021-09-18 14:00:00,32.1,62.0
423,423,2021-09-18 15:00:00,32.5,61.0
424,424,2021-09-18 16:00:00,36.0,54.0
425,425,2021-09-18 17:00:00,30.2,73.0
426,426,2021-09-18 18:00:00,29.3,79.0
427,427,2021-09-18 19:00:00,28.0,91.0
428,428,2021-09-18 20:00:00,27.7,86.0
429,429,2021-09-18 21:00:00,27.2,91.0
430,430,2021-09-18 22:00:00,27.0,96.0
431,431,2021-09-18 23:00:00,26.0,93.0
432,432,2021-09-19 00:00:00,25.1,96.0
433,433,2021-09-19 01:00:00,26.5,96.0
434,434,2021-09-19 02:00:00,24.6,97.0
435,435,2021-09-19 03:00:00,24.3,98.0
436,436,2021-09-19 04:00:00,26.0,96.0
437,437,2021-09-19 05:00:00,23.9,98.0
438,438,2021-09-19 06:00:00,23.9,98.0
439,439,2021-09-19 07:00:00,26.6,93.0
440,440,2021-09-19 08:00:00,26.3,88.0
441,441,2021-09-19 09:00:00,28.8,79.0
442,442,2021-09-19 10:00:00,31.0,74.0
443,443,2021-09-19 11:00:00,31.2,70.0
444,444,2021-09-19 12:00:00,31.7,70.0
445,445,2021-09-19 13:00:00,33.0,72.0
446,446,2021-09-19 14:00:00,31.2,71.0
447,447,2021-09-19 15:00:00,31.3,72.0
448,448,2021-09-19 16:00:00,29.0,78.0
449,449,2021-09-19 17:00:00,28.1,82.0
450,450,2021-09-19 18:00:00,28.6,83.0
451,451,2021-09-19 19:00:00,26.1,93.0
452,452,2021-09-19 20:00:00,27.3,94.0
453,453,2021-09-19 21:00:00,27.3,94.0
454,454,2021-09-19 22:00:00,26.1,96.0
455,455,2021-09-19 23:00:00,26.0,94.0
456,456,2021-09-20 00:00:00,24.7,97.0
457,457,2021-09-20 01:00:00,26.0,94.0
458,458,2021-09-20 02:00:00,24.4,90.0
459,459,2021-09-20 03:00:00,25.4,96.0
460,460,2021-09-20 04:00:00,25.5,96.0
461,461,2021-09-20 05:00:00,25.1,98.0
462,462,2021-09-20 06:00:00,24.9,98.0
463,463,2021-09-20 07:00:00,25.7,97.0
464,464,2021-09-20 08:00:00,26.7,89.0
465,465,2021-09-20 09:00:00,27.8,82.0
466,466,2021-09-20 10:00:00,28.2,84.0
467,467,2021-09-20 11:00:00,28.2,82.0
468,468,2021-09-20 12:00:00,26.6,87.0
469,469,2021-09-20 13:00:00,30.2,77.0
470,470,2021-09-20 14:00:00,28.2,85.0
471,471,2021-09-20 15:00:00,28.3,85.0
472,472,2021-09-20 16:00:00,31.0,69.0
473,473,2021-09-20 17:00:00,27.5,83.0
474,474,2021-09-20 18:00:00,26.2,92.0
475,475,2021-09-20 19:00:00,29.0,88.0
476,476,2021-09-20 20:00:00,24.8,97.0
477,477,2021-09-20 21:00:00,25.0,97.0
478,478,2021-09-20 22:00:00,25.9,94.0
479,479,2021-09-20 23:00:00,24.5,97.0
480,480,2021-09-21 00:00:00,24.4,97.0
481,481,2021-09-21 01:00:00,24.9,98.0
482,482,2021-09-21 02:00:00,24.2,97.0
483,483,2021-09-21 03:00:00,24.1,96.0
484,484,2021-09-21 04:00:00,24.5,96.0
485,485,2021-09-21 05:00:00,23.9,97.0
486,486,2021-09-21 06:00:00,24.2,97.0
487,487,2021-09-21 07:00:00,24.8,98.0
488,488,2021-09-21 08:00:00,24.7,97.0
489,489,2021-09-21 09:00:00,25.2,94.0
490,490,2021-09-21 10:00:00,27.5,84.0
491,491,2021-09-21 11:00:00,26.9,86.0
492,492,2021-09-21 12:00:00,28.1,84.0
493,493,2021-09-21 13:00:00,28.1,85.0
494,494,2021-09-21 14:00:00,26.9,85.0
495,495,2021-09-21 15:00:00,27.7,82.0
496,496,2021-09-21 16:00:00,30.8,68.0
497,497,2021-09-21 17:00:00,27.2,81.0
498,498,2021-09-21 18:00:00,26.4,85.0
499,499,2021-09-21 19:00:00,27.4,89.0
500,500,2021-09-21 20:00:00,25.4,91.0
501,501,2021-09-21 21:00:00,24.9,94.0
502,502,2021-09-21 22:00:00,26.7,90.0
503,503,2021-09-21 23:00:00,24.5,96.0
504,504,2021-09-22 00:00:00,24.6,95.0
505,505,2021-09-22 01:00:00,25.0,96.0
506,506,2021-09-22 02:00:00,24.4,96.0
507,507,2021-09-22 03:00:00,24.4,94.0
508,508,2021-09-22 04:00:00,25.0,98.0
509,509,2021-09-22 05:00:00,24.4,95.0
510,510,2021-09-22 06:00:00,24.3,96.0
511,511,2021-09-22 07:00:00,25.8,96.0
512,512,2021-09-22 08:00:00,25.6,91.0
513,513,2021-09-22 09:00:00,27.1,84.0
514,514,2021-09-22 10:00:00,29.5,78.0
515,515,2021-09-22 11:00:00,28.5,80.0
516,516,2021-09-22 12:00:00,29.4,78.0
517,517,2021-09-22 13:00:00,29.5,71.0
518,518,2021-09-22 14:00:00,27.8,83.0
519,519,2021-09-22 15:00:00,28.5,77.0
520,520,2021-09-22 16:00:00,28.0,91.0
521,521,2021-09-22 17:00:00,28.1,79.0
522,522,2021-09-22 18:00:00,26.3,87.0
523,523,2021-09-22 19:00:00,28.0,84.0
524,524,2021-09-22 20:00:00,25.4,94.0
525,525,2021-09-22 21:00:00,25.2,95.0
526,526,2021-09-22 22:00:00,25.5,94.0
527,527,2021-09-22 23:00:00,24.7,96.0
528,528,2021-09-23 00:00:00,24.4,98.0
529,529,2021-09-23 01:00:00,25.0,98.0
530,530,2021-09-23 02:00:00,24.5,97.0
531,531,2021-09-23 03:00:00,24.5,97.0
532,532,2021-09-23 04:00:00,25.0,98.0
533,533,2021-09-23 05:00:00,23.9,98.0
534,534,2021-09-23 06:00:00,23.9,99.0
535,535,2021-09-23 07:00:00,25.2,98.0
536,536,2021-09-23 08:00:00,25.2,95.0
537,537,2021-09-23 09:00:00,26.4,88.0
538,538,2021-09-23 10:00:00,30.5,70.0
539,539,2021-09-23 11:00:00,28.6,75.0
540,540,2021-09-23 12:00:00,26.1,91.0
541,541,2021-09-23 13:00:00,32.0,66.0
