date,time,temp,rh
1/2/2021,1600,36,28
1/2/2021,1700,36,29
1/2/2021,1800,35,31
1/2/2021,1900,34,36
1/2/2021,2000,33,41
1/2/2021,2100,31,47
1/2/2021,2200,31,48
1/2/2021,2300,30,50
2/2/2021,0,30,52
2/2/2021,100,29,54
2/2/2021,200,29,57
2/2/2021,300,29,60
2/2/2021,400,28,61
2/2/2021,500,28,63
2/2/2021,600,28,64
2/2/2021,700,29,59
2/2/2021,800,30,55
2/2/2021,900,31,50
2/2/2021,1000,32,45
2/2/2021,1100,33,40
2/2/2021,1200,35,35
2/2/2021,1300,35,33
2/2/2021,1400,36,31
2/2/2021,1500,37,28
2/2/2021,1600,36,31
2/2/2021,1700,35,34
2/2/2021,1800,35,37
2/2/2021,1900,33,42
2/2/2021,2000,32,48
2/2/2021,2100,30,53
2/2/2021,2200,30,57
2/2/2021,2300,30,60
3/2/2021,0,30,64
3/2/2021,100,29,66
3/2/2021,200,29,68
3/2/2021,300,28,71
3/2/2021,400,28,72
3/2/2021,500,28,73
3/2/2021,600,28,74
3/2/2021,700,28,70
3/2/2021,800,29,65
3/2/2021,900,30,61
3/2/2021,1000,31,54
3/2/2021,1100,32,48
3/2/2021,1200,34,41
3/2/2021,1300,34,38
3/2/2021,1400,35,34
3/2/2021,1500,36,31
3/2/2021,1600,36,36
3/2/2021,1700,35,41
3/2/2021,1800,35,46
3/2/2021,1900,34,52
3/2/2021,2000,32,57
3/2/2021,2100,31,63
3/2/2021,2200,30,65
3/2/2021,2300,29,67
4/2/2021,0,28,69
4/2/2021,100,28,70
4/2/2021,200,28,72
4/2/2021,300,28,73
4/2/2021,400,28,74
4/2/2021,500,27,74
4/2/2021,600,27,75
4/2/2021,700,28,70
4/2/2021,800,28,66
4/2/2021,900,29,62
4/2/2021,1000,30,53
4/2/2021,1100,32,44
4/2/2021,1200,33,36
4/2/2021,1300,34,32
4/2/2021,1400,35,28
4/2/2021,1500,36,24
4/2/2021,1600,36,24
4/2/2021,1700,36,24
4/2/2021,1800,36,25
4/2/2021,1900,35,30
4/2/2021,2000,33,35
4/2/2021,2100,32,40
4/2/2021,2200,32,45
4/2/2021,2300,31,51
5/2/2021,0,31,57
5/2/2021,100,30,60
5/2/2021,200,29,63
5/2/2021,300,29,66
5/2/2021,400,28,68
5/2/2021,500,28,69
5/2/2021,600,28,71
5/2/2021,700,29,67
5/2/2021,800,30,62
5/2/2021,900,31,58
5/2/2021,1000,32,51
5/2/2021,1100,33,44
5/2/2021,1200,34,37
5/2/2021,1300,35,33
5/2/2021,1400,35,29
5/2/2021,1500,36,25
5/2/2021,1600,36,26
5/2/2021,1700,35,27
5/2/2021,1800,35,29
5/2/2021,1900,34,35
5/2/2021,2000,32,42
5/2/2021,2100,31,48
5/2/2021,2200,31,49
5/2/2021,2300,31,50
6/2/2021,0,31,50
6/2/2021,100,30,53
6/2/2021,200,30,55
6/2/2021,300,29,58
6/2/2021,400,29,60
6/2/2021,500,29,62
6/2/2021,600,28,64
